Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,HDOP,UTM_northing,UTM_easting,UTC,Zone,Letter
1676051495.2679007,0,64295,0,GPS1_FRAME,1.0388716666666666,-11.921613333333333,2.1,31.6,174808.85294671345,114977.08150139533,175135.0,29,N
1676051496.2543085,0,64296,0,GPS1_FRAME,1.0388733333333333,-11.921613333333333,1.4,31.6,174808.85311739997,114977.26595996405,175136.0,29,N
1676051497.270697,0,64297,0,GPS1_FRAME,1.0388733333333333,-11.921613333333333,1.4,31.6,174808.85311739997,114977.26595996405,175137.0,29,N
1676051498.253662,0,64298,0,GPS1_FRAME,1.0388733333333333,-11.921613333333333,1.4,31.6,174808.85311739997,114977.26595996405,175138.0,29,N
1676051499.2692535,0,64299,0,GPS1_FRAME,1.0388733333333333,-11.921613333333333,1.4,31.6,174808.85311739997,114977.26595996405,175139.0,29,N
1676051500.2543387,0,64300,0,GPS1_FRAME,1.0388733333333333,-11.921613333333333,1.4,31.6,174808.85311739997,114977.26595996405,175140.0,29,N
1676051501.254539,0,64301,0,GPS1_FRAME,1.0388733333333333,-11.921613333333333,1.4,31.6,174808.85311739997,114977.26595996405,175141.0,29,N
1676051502.2674708,0,64302,0,GPS1_FRAME,1.0388733333333333,-11.921613333333333,1.4,31.6,174808.85311739997,114977.26595996405,175142.0,29,N
1676051503.271217,0,64303,0,GPS1_FRAME,1.0388733333333333,-11.921618333333333,1.4,31.3,174808.29610502068,114977.26647538942,175143.0,29,N
1676051504.2704327,0,64304,0,GPS1_FRAME,1.038875,-11.921619999999999,1.4,31.1,174808.11060491513,114977.45110576792,175144.0,29,N
1676051505.2554057,0,64305,0,GPS1_FRAME,1.038875,-11.921619999999999,1.4,31.1,174808.11060491513,114977.45110576792,175145.0,29,N
1676051506.2704039,0,64306,0,GPS1_FRAME,1.038875,-11.921619999999999,1.4,31.1,174808.11060491513,114977.45110576792,175146.0,29,N
1676051507.2543259,0,64307,0,GPS1_FRAME,1.038875,-11.921619999999999,1.4,31.1,174808.11060491513,114977.45110576792,175147.0,29,N
1676051508.2714145,0,64308,0,GPS1_FRAME,1.038875,-11.921619999999999,1.4,31.1,174808.11060491513,114977.45110576792,175148.0,29,N
1676051509.2544646,0,64309,0,GPS1_FRAME,1.038875,-11.921619999999999,1.4,31.1,174808.11060491513,114977.45110576792,175149.0,29,N
1676051510.251409,0,64310,0,GPS1_FRAME,1.038875,-11.921619999999999,1.5,31.1,174808.11060491513,114977.45110576792,175150.0,29,N
1676051511.2514412,0,64311,0,GPS1_FRAME,1.038875,-11.921619999999999,1.5,31.1,174808.11060491513,114977.45110576792,175151.0,29,N
1676051512.2512937,0,64312,0,GPS1_FRAME,1.038875,-11.921619999999999,1.5,30.9,174808.11060491513,114977.45110576792,175152.0,29,N
1676051513.25213,0,64313,0,GPS1_FRAME,1.038875,-11.921619999999999,1.5,30.9,174808.11060491513,114977.45110576792,175153.0,29,N
1676051514.2512698,0,64314,0,GPS1_FRAME,1.038875,-11.921619999999999,1.5,30.9,174808.11060491513,114977.45110576792,175154.0,29,N
1676051515.2514558,0,64315,0,GPS1_FRAME,1.038875,-11.921619999999999,1.5,30.9,174808.11060491513,114977.45110576792,175155.0,29,N
1676051516.2513373,0,64316,0,GPS1_FRAME,1.038875,-11.921619999999999,1.5,30.9,174808.11060491513,114977.45110576792,175156.0,29,N
1676051517.2513955,0,64317,0,GPS1_FRAME,1.038875,-11.921619999999999,1.5,30.9,174808.11060491513,114977.45110576792,175157.0,29,N
1676051518.2528563,0,64318,0,GPS1_FRAME,1.0388733333333333,-11.921606666666666,1.4,30.2,174809.59580057033,114977.26527273162,175158.0,29,N
1676051519.254303,0,64319,0,GPS1_FRAME,1.03887,-11.921595,1.4,29.7,174810.89515473577,114976.89515294724,175159.0,29,N
1676051520.2540333,0,64320,0,GPS1_FRAME,1.0388683333333333,-11.921585,1.4,29.4,174812.00900878542,114976.70966354493,175200.0,29,N
1676051521.254345,0,64321,0,GPS1_FRAME,1.0388650000000001,-11.921571666666667,1.4,28.9,174813.49403371738,114976.33937197793,175201.0,29,N
1676051522.2534306,0,64322,0,GPS1_FRAME,1.0388616666666666,-11.921563333333333,1.4,28.7,174814.42204628186,114975.96959583586,175202.0,29,N
1676051523.2535465,0,64323,0,GPS1_FRAME,1.0388583333333332,-11.92156,1.4,28.7,174814.79304648982,114975.60033510941,175203.0,29,N
